row_id,type,title,date,text,text_type
40,True,Trump to study tougher Russia sanctions bill: White House,"July 24, 2017 ","President Donald Trump will examine whether a bill toughening sanctions on Russia is offering the “best deal” for the American people, White House spokeswoman Sarah Sanders said on Monday. “ He’s going to study that legislation and see what the final product looks like,” Sanders told reporters during a briefing on Air Force One, when asked whether Trump would support the legislation.",short_text
41,True,U.S. 'very concerned' by violence around Iraq's Kirkuk: State Department,"October 16, 2017 ","Tillerson adviser John Bolton says Iraq should be ""gasamped"" if the United States raids Iran's missile defense system: U.S. Reliance Bolton says 'very concerned' by violence around Iraq's Kirkuk: State Department text: Bolton says Washington has only been investigating Iran's missile defense system: State Department RELITUDE in Afghanistan: Secretary of State",generated_text
42,True,Trump discusses safe zones in Syria with Jordan's king: White House,"February 2, 2017 ","If Syria, Afghanistan, Iraq and Libya become firebombed and the U.S. attacks, we might keep telling Arabs and Iraqis what to do - to get the American military and to bomb back against the border, toward a concentration camp. IAEA.long. The IAEA was created in 1997 and is one of the best",generated_text
43,True,Trump says 'not distracted' by NFL protests,"September 26, 2017 ","On Twitter, there are many NFL players that see the NFL-- but could not wait to see the players' camps. Team Seahawks went into the concussion protocol, and should have bought a helmet but didn't during the game. But I do think the NFL should have bought a helmet for the Browns. That info should be out in the open after all, because when",generated_text
44,True,Tillerson says Saudi Arabia not ready for talks with Qatar on Gulf crisis,"October 22, 2017 ",helpless-,generated_text
45,True,U.S. tax bill should include repeal of health insurance mandate: Senate Republican leader,"November 14, 2017 ",Herpanics asking her to join the GOP in the House text: Petition to drop the proposal text: Ayurvedic says it’s only for short-term text: The bill remains heavily funded in the Senate text: Democrats will talk about moving forward with their papering strategy text: On the critical Mother Jones article text,generated_text
46,True,Tillerson to visit Pakistan as well as India: senior U.S. official,"October 18, 2017 ","U.S. Secretary of State Rex Tillerson will Pakistan next week during an Asian trip that will also take him to the country’s rival India, a senior official at the U.S. State Department said on Wednesday.",short_text
47,True,"Obama, Mexican president discuss immigration, anti-drugs fight: White House","May 6, 2016 ","U.S. President Barack Obama and Mexican President Enrique Peña Nieto discussed immigration from Central America and the fight against heroin production during a phone call on Thursday, the White House said. “ The leaders committed to continue working jointly to address irregular migration from Central America,” the White House said in a statement. “",short_text
48,True,Zimbabwe president Mnangagwa appoints Chinamasa acting finance minister,"November 27, 2017 ",`naba`\u007D-E Title: Zimbabwe government appoints Chinamasa acting finance minister text: `naba`\u007D-E Title: Zimbabwe vice_{main} oversees the country's banking and banking and finance sectors text: `naba`\u007D-E Title: Zimbabwe-led electoral victory,generated_text
49,True,"Russia says continues dialogue with Washington on North Korea, Iran: RIA","October 20, 2017 ","''Unilateral Talks: Days,'' “The End of the Cold War — Russia's Air Force.” by Susan Razak, Assistant Minister of Energy and Environmental Policy, Treasury Secretary, Russia Reflecting the United States and Russia on Monday's inter-governmental talks with the North Korean leader Kim Jong Un, Andrei Markov told reporters",generated_text
50,True,Climate change helped fuel record heat in 2016: U.S. government report,"August 10, 2017 ","""In just a few decades, the biggest thing from the recent past scorched earth was CRISPR,"" the Brazilian official said on mercury website, saying the process has led to ""daily-calibrated serum exposures"". ""Our knowledge of CRISPR trimimeters has increased by 30 percent since 1989, so we have spent almost the last year using these procedures because we",generated_text
51,True,Trump considering Goldman Sachs COO Cohn for energy secretary: Fox Business Network,"December 2, 2016 ","U.S. President-elect Donald Trump is considering Goldman Sachs Group President and Chief Operating Officer Gary Cohn for energy secretary, Fox Business Network reported on Thursday, citing unnamed sources. Reuters reported on Wednesday that Cohn was being considered to head the White House budget office or another post in the Trump administration.",short_text
52,True,Venezuela's former ambassador to U.N. leaves the United States: source,"December 5, 2017 ","In a world of surveillance and assassination, the U.S. is about to get in trouble again with Iran's nuclear program. In the United States, where a Supreme Court Justices ruled on Washington's right to put people's land over document smugglers, the CIA joins forces with domestic and foreign governments to control the manner in which it builds suspects from text to article in U",generated_text
53,True,"China issues guidelines to curb money laundering, terrorism financing and tax evasion","September 13, 2017 ","The World Bank’s standards are a detailed guide for developing financial markets. NOTE: this item is either ""through"" or ""through"" without any notes and you cannot be a member of the Chinese Global Code of Conduct. By improving the management of the monetary system, it will benefit the financial system more and more. As environment increases, economic activity decreases,",generated_text
54,True,White House calls Trump's relationship with Republican lawmakers 'fine',"August 24, 2017 ","The White House said on Thursday that there was no need to repair the relationship between President Donald Trump and Republican congressional leaders, despite some recent policy disputes. “ I think the relationships are fine,” White House spokeswoman Sarah Sanders said during a White House briefing. “",short_text
55,True,Zuma says South Africa's free higher education to be done in a fiscally sustainable manner,"December 16, 2017 ",vonFactory writes:Damn. But if the day is coming you can wait... You're only getting a little bit more gym: Zuma allows politicians to get wind of a possible trade policy TEXT: So you've just got to consider that educational infrastructure is the ultimate way of being a 'good' education and you need to consider that TAF,generated_text
56,True,White House says no curb on federal agency media activities,"January 25, 2017 ","The White House denied on Wednesday that the new Trump administration ordered a curb on the flow of information from several government agencies involved in environmental issues.  “They have not been directed by us to do anything,” White House spokesman Sean Spicer told reporters, adding employees have been told to adhere to their agency’s own policies. “",short_text
57,True,Iran's Rouhani: Tehran-Moscow cooperation needed to restore peace in Syria,"November 1, 2017 ","Iran s President Hassan Rouhani said on Wednesday that Iran and Russia needed to cooperate to restore stability in Syria and the region.  Cooperation between Tehran and Moscow is a must to bring stability and peace to Syria ... It is also necessary to fight against regional terrorism,  Rouhani said in a televised joint press conference with his visiting counterparts from Russia and Azerbaijan.",short_text
58,True,"At least one person dead, 50 wounded in Iraq after earthquake: officials","November 12, 2017 ","At least one person died and 50 were wounded after a major earthquake struck large parts of Iraq on Sunday, according to local officials. Health officials said most of the wounded were in Darbandikhan, 75 kilometres (47 miles) east of the major city of Sulaimaniyah in the semi-autonomous Kurdistan region.",short_text
59,True,Syrian Christians denied entry to U.S. in Philadelphia: Lebanese airport sources,"January 29, 2017 ",Official text of Office of the Inspector General. Information : Military,generated_text
