,title,GPE,sentiment
57,"Putin Congratulates Trump, Says Russia Is Ready To Restore Relations With The US",Russia;US,0.2
58,Monsieur Malbrough est Mort | New Eastern Outlook,New Eastern Outlook,0.13636363636363635
59,"What is one more election thread, ehhh?",,0.5
60,Re: WikiLeaks: ‘How is what Bill Clinton did different from what Bill Cosby did?’ #PodestaEmails20,,0.0
61,"REPORT: Megyn Trashes Trump, Newt… Then Murdoch Announces Replacements Are Available",,0.4
62,Suspect captured in ‘ambush-style’ killings of two Iowa cops,Iowa,0.0
63,Re: 10 Things That Every American Should Know About Donald Trump’s Plan To Save The U.S. Economy,,0.0
64,Look at the SHOCKING Number of Kids Born To Illegals in 2014,,-1.0
65,Mother And Daughter Remind MSNBC Reporter That Trump Has Black Supporters,,-0.16666666666666666
66,Elizabeth Warren Just Blasted The FBI Director For Going After Hillary Instead Of Wall Street Crooks,,-0.6
67,Trumped!,,0.0
68,Saturn’s Baffling Hexagon — The Raging Storm Four Times the Size of Earth has Changed Its Colors,,0.0
69,"Cyrus Mistry renames himself Rohit Sharma-Mistry, gets job back",,0.0
70,The FBI intervenes in the 2016 election,,0.0
71,"Re: If Donald Trump Wins, He Will Be 70 Years, 7 Months And 7 Days Old On His First Full Day In Office",,0.25
72,Classless Obama Refuses Photo-Op of White House Welcome with Trump,,0.4
73,Comment on Maryland Trump Supporter: They Switched My Vote to Hillary by misterdawg,,0.0
74,Stuff in the News That No One Is Talking About Because of the Election,,0.0
75,Social Media Is Censoring FBI’s Re-Opened Clinton Email Investigation,,0.03333333333333333
76,Shi’ite Militias Join Iraq’s Mosul Attack,,0.0
77,U.S. Taxpayers Pay AT&T Millions of Dollars a Year For the Privilege of Spying on Them,,0.0
78,VIDEO: Journalist Shot by Militarized Police at Standing Rock While Conducting an Interview,,0.0
79,Are Tensions With Russia Even Real?,Russia,0.2
80,Comment on This Is What Constipation Does To Your Body by THIS IS WHAT CONSTIPATION DOES TO YOUR BODY | TheHealthology,,0.0
81,Fifteen Quotes Proving False Flag Terrorism & the Existence of a ‘Shadow Government’,,-0.4000000000000001
82,"Former Ambassador Andrew Young calls for end to water fluoridation, “Civil Rights Issue”",,0.05
83,Trump's New Ad Portraying 'Every Mother's Worst Nightmare' is Nothing Short of Chilling,,-0.34090909090909094
84,Undercover Video Exposes Obama’s Plan to Make American “Gun Laws” More Like Britain – TruthFeed,Britain,0.25
85,"Syrian War Report – November 2, 2016: ISIS and Al-Nusra Attempt to Cut Off Govt Supply Line to Aleppo",,0.0
86,Should Christians Celebrate Halloween?,,0.0
87,Only Making Matters Worse in Syria,Syria,-0.2
88,BUSTED: Clinton Foundation Directly Tied To Plot To Steal Election,,0.1
89,Assange: Donald Trump Won’t Be Allowed to Win – Clinton & ISIS Funded by Same Interests,,0.4
90,"Michael Moore admits no women ever melted the ice caps, bombs American history",,0.0
91,Culchie Tries To Explain Rules Of 25 One More Time,,0.2
92,Who had to go :-),,0.5
93,Raqqa/Mosul: Politicians Fiddle As Middle East Burns,,0.0
94,Washington Home Depot store receives order for five-thousand gallons of gold exterior paint,,0.0
95,Western Lynch Mob on Russia Ties Itself up in Absurd Anots      : Information,Russia,-0.25
96,We Live In A Time Where Each Individual Has Immense Power,,0.04545454545454545
97,Only Demented Imbeciles Want A Killary Reign Of Terror,,0.0
98,This anti-Trump advert on the side of a bus is really visually clever and you have to see it in motion,,0.16666666666666666
99,Americans Are So Disconnected From Reality That “Insouciant” Has Become An Euphemism,,0.0
100,"Hillary Melts Down Over Weiner In Public, PICS Prove Campaign Is Imploding",,-0.07777777777777779
101,Clinton Vs. Trump: Latest Electoral Prediction [Greg Laden's Blog] | Science and Technology,,0.5
102,Jubilee Year of Mercy ends on November 20. Following Judgment?,,0.0
103,UKIP MEPs Steven Woolfe & Mike Hookem reported to French police over Strasbourg scuffle,,0.0
104,Justice Clarence Thomas Describes Washington DC As “Broken”,Washington DC,-0.4
105,"The Week In Pictures – Week Of October 31, 2016 - The Onion - America's Finest News Source",,0.0
106,8 classic football banners of our time,,0.16666666666666666
107,Tweetwave,,0.0
108,Trump’s Gettysburg Address against the New World Order,,0.13636363636363635
109,Trump Proudly Declares: Most Of The People I’ve Insulted Deserved It,,0.65
110,Dems sue GOP over Trump's 'rigged' complaints,,0.0
111,US Airstrikes on Iraqi Army Slowing Advance on Mosul,Mosul,0.0
112,"Clinton Camp Desperate, Russia Trains for WWIII",,-0.6
113,Comment on Tainted Measles Vaccine Kills More Than 50 Children In Syria by Tragic Deaths Used To Promote Vaccine Fear – On The Fence About Vaccines,Syria,-0.125
114,If Catcalls Were Politically Correct…,,0.0
115,Why Hillary Won't Unleash WWIII    : Information,,0.0
116,Hillary IMPLODES: Trump 'Took Everything...Paid Nothing To Support Us!',,0.0
117,GOOGLE PLANNED MASSIVE AI INTEGRATED SOCIAL NETWORK SPY TOOL FOR HILLARY CAMPAIGN IN 2014,,0.016666666666666666
118,"New Study Links Fluoride Consumption To Hypothyroidism, Weight Gain, And Worse",,-0.13181818181818183
119,Memo to the Next Administration: Defense Spending Must Be For Actual Defense,,0.0
120,The circus of liars - America's three rings of evil clowns,,-1.0
121,Trump Has Forever Changed American Politics,,0.0
122,"The role of the US and Nato in EU relations with China, by Manlio Dinucci",US;EU;China,0.0
123,Trump The President: What Does That Mean For The World? - CounterCurrents.org,,-0.3125
124,Comment on Breaking: CDC Blocks Testimony of Their Senior Scientist Who Blew The Whistle on Severe Medical Malpractice by CDC Accused of Blocking Testimony from Senior Scientist — New York Malpractice & Injury Lawyer Blog,,0.06818181818181818
125,FOX News Just Admitted It Made Up Story About Hillary Being “Indicted” For Foundation,,0.0
126,Repudiating the Media,,0.0
127,Buchanan Smashes CNN Shill,,0.0
128,The Impossible Is Happening: Cubs Win World Series and Yes… Hillary Clinton is Now Likely to be Indicted,,0.044444444444444474
129,America After Election 2016: the Gullible and the Shattered - David Kerans,America,0.0
130,Anderson Cooper Absolutely OWNS Kellyanne Conway After FBI Clears Hillary…Again (VIDEO),,0.2
131,‘Schlonged!’ NYT: FBI reopened Hillary probe thanks to … ANTHONY WEINER?,,0.2
132,Exclusive: Siege of Islamabad,Islamabad,0.0
133,The Fix Is In: NBC Affiliate Accidentally Posts Election Results A Week Early: Hillary Wins Presidency 42% to Trump’s 40%,,0.2
134,"‘Can’t build a wall, hands too small!’ – NYC anti-Trump protest (Streamed live)",,-0.08806818181818182
135,Comment on Brother of Clinton’s Campaign Chair is an Active Foreign Agent on the Saudi Arabian Payroll by marlene,,-0.12916666666666665
136,American Express disowns Pink Floyd singer Roger Waters because of pro-Palestinian views,,-0.05
137,President-Elect Donald Trump's First Televised Interview Since He Won the Election     : Information,,0.25
138,North Carolina Hillary Supporter Brags on Facebook About Voting Multiple Times,North Carolina,0.0
139,Russia reacts to UN aid chief's Aleppo 'kill zone' remarks,Russia,0.0
140,Representative Government or Thugocracy?,,0.0
141,Pro-Palestinian Propaganda Lowering Standards of Truth in America,America,-0.1
142,Lifting weights could ward off dementia and make you smarter,,0.0
143,People excited about Christmas adverts told about rest of human culture,,0.1875
144,China Airport Security Robot Gives Electroshocks,,0.0
145,"Re: WikiLeaks: Neera Tanden has ANOTHER ringing endorsement for Hillary! (No, not really)",,-0.1
146,Doomsday Election,,0.0
147,Who rode it best? Jesse Jackson mounts up to fight pipeline; Leonardo DiCaprio to the rescue?,,1.0
148,NAZI Flying Saucers & A Permanent Base in Antarctica,,-0.8
149,BREAKING: Man Brags on Facebook of Voting 3 Times… Then Reveals How He Did It,,0.0
150,Furious parents slam ‘damaging’ BBC sex change show aimed at six-year-olds,,0.0
151,Trump Family Say Trump Brand Has NOT Been Damaged,,0.0
152,John Oliver: America’s Increasingly Segregated Schools Are ‘Very Rarely Equal in Any Way’ (Video),,0.0
153,The Rise of Mandatory Vaccinations Means the End of Medical Freedom,,0.0
154,Scientists Fascinated By Lake Under The Sea: Those Who Enter Never Come Out [Watch],,0.0
155,"Russia, India Discuss FGFA Advanced Fighter, Su-30MKI Upgrade",Russia,0.4
156,BREAKING : TED CRUZ CALLS FOR SPECIAL PROSECUTOR TO INVESTIGATE HILLARY – TruthFeed,,0.35714285714285715
157,The Real Reason Obamacare is Coming Unglued,,0.2
158,Revived Clinton Email Scandal Killed By A Slew Of New Facts In Record Time,,-0.03181818181818183
159,Iraq’s Skies Darken as Islamic State Torches Oil,Iraq,0.0
160,New Yorkers fight to overturn ballot selfie ban,,0.13636363636363635
161,George W. Bush’s Ethics Lawyer Files Complaint Against FBI Director James Comey,,-0.3
162,Netflix Ceo: TV’s Future includes Hallucination Pills,,0.0
163,Comment on Elections 2012-16 by BeamMeUpScotty,,0.0
164,After Debate Duke Says USA becoming Banana Republic,USA,0.45
165,"NOW FIVE FBI FIELD OFFICES ARE PROBING CLINTON CHARITY, ADDING FUEL TO THE FIRE",,0.0
166,Podesta wiki leaks...We prefer Muslims over Christians....,,0.0
167,Australian taxpayers charged over $88 million for donation to corrupt Clinton Foundation,,-0.25
168,Jews ‘blamed for Holocaust’ at House of Lords event,,0.0
169,Russia successfully tests its first-ever hypersonic weapon,Russia,0.75
170,The Hulk Actor Mark Ruffalo Has Joined Standing Rock to Protest DAPL,,0.0
171,Walmart Goes Against The Grain Of Obama’s America With New Thanksgiving Ad,,0.13636363636363635
172,The Path To Total Dictatorship: America’s “Shadow Government” And Its Silent Coup,,0.0
173,To the Youth a Day After the Election: Another World Is Possible,,0.0
174,Physical Gold Demand and Fear,,0.0
175,Comment on U.S. war with Iran has already begun by جنگ ارزی آمریکا علیه ایران / مورد مطالعاتی سال 1390 - کدآمایی,U.S.;Iran,0.0
176,If You Have One Of These Old VHS Tapes It May Be Worth Over $1000,,0.2
177,Study: Phytochemical Found In Broccoli And Cauliflower Attacks Prostate Cancer Cells,,0.0
178,David Duke wins Louisiana Senate Debate in Landslide despite BLM Riots,,0.3
179,Hillary Clinton Is Now Radioactive – SoT #122,,0.0
180,VIDEO: Creepy Clown Gets Pistol-Whipped!,,-0.625
181,THE VISION THING 16    : Information,,0.0
182,The Other Way of Knowing,,-0.125
183,Comment on Police Officer’s Wife Caught Faking a Robbery In a Scheme To Frame Black Lives Matter by The Cat's Vagina (Nasty Woman),Vagina,-0.5833333333333334
184,Supreme Court Decides to Weigh in On Transgender Rights,,0.0
185,If Hillary Clinton Is Charged With Obstruction Of Justice She Could Go To Prison For 20 Years,,0.0
186,Obamacare Premiums Spike an Average of 25%!,,-0.1875
187,Collective Consciousness – The Individual is Gone,,0.0
188,What Scientists Found Inside This 800-Year-Old Pot... Is Changing History!,,0.0
189,Physicists Say Consciousness Should Be Considered A State of Matter: The “Non Physical” Is Real,,0.1
190,"Iranians Spend $2.1b on Beauty Products Annually, 3 Times more than Their European Counterparts",,0.25
191,#InNorthDakota ~~ PALESTINIANS STAND WITH THE SIOUX,,0.0
192,"ISIS Declares It Will kill Palestinians “One By One”’, Yet Remains Quiet On Israel",Israel,0.0
193,"Hillary, The Political Scientist",,0.0
194,"BOOM! This Is How President Reagan Handled Protesters: ""Negotiate? What is there to negotiate?"" [Video] » 100percentfedUp.com",,0.0
195,Links 11/12/16,,0.0
196,Comment on Indoor Gardening Made Easy: The Nutritower! by Indoor Gardening Made Easy: The Nutritower! – Collective EvolutionGardening Business News UK | Gardening Business News UK,UK;UK,0.5416666666666667
197,US abstains from UN vote calling for end to Cuban embargo,US,0.0
198,Young Turks Finds Out Why Trump Is About To Lose Utah For Republicans For First Time In Decades (VIDEO),,0.175
199,Comment on Mayor de Blasio claims hot dog carts are causing global warming by Dr. Eowyn,,0.125
200,"America Might Not Deserve Trump, But Dems and Hillary Deserved To Lose",America,0.0
201,Just Another Day In the Life of the Clinton Crime Family,,0.0
202,Muslims regularly use “Inshallah” (“God Willing” in Arabic) and nobody calls it ‘Christophobic’ hate speech…so why is “Deus Vult” (“God Willing” in Latin) graffiti being called ‘Islamophobic’ Crusader hate speech?,,-0.22000000000000003
203,"Hillary Clinton, FBI and the Real November Surprise     : Information",,0.2
204,Breaking: Ivanka Trump Makes Tragic Announcement Both Donald Trump and Supporters Are Shocked (Video) | Prophecy,,-0.725
205,GOP Senator Silences the Entire Room With Remark About War Hero Opponent's Heritage at Debate,,0.0
206,2:00PM Election Day Water Cooler 11/8/2016,,0.0
207,News: A Somber Moment: Cubs Fans All Over The World Are Still Too Sad About Princess Diana To Celebrate The Cubs’ World Series,,-0.5
208,Your Facebook Page Could Land You In a FEMA Camp,,0.0
209,Watching These 55 ISIS Terrorists Get Blown to Smithereens is Sure to Brighten Your Day,,0.5
210,Your dog probably has better healthcare than you do,,0.5
211,Get Ready For Civil Unrest: Survey Finds That Most Americans Are Concerned About Election Violence,,0.35
212,Retired Bishop Explains Why The Catholic Church Invented Hell [Watch],,0.0
213,Will a No-Fly Zone Help the People of Aleppo?,,0.0
214,"Experts Recommend Breaking Down Crushing Defeats Into Smaller, More Manageable Failures - The Onion - America's Finest News Source",,0.18611111111111112
215,"Comment on Score one for the Second Amendment: Pizza Hut worker shoots, kills attempted robber by lynnmccrann",,0.0
216,War on Drugs Heading in Wrong Direction?,Wrong Direction,-0.5
217,"It Begins: Crowds Mass In Major Cities: DC, LA, NYC, Philly, Portland, More… | Will It Escalate? | “95% Chance Of Widespread Violence”",LA;Philly;Portland,0.0625
218,Hillary Fan SLEEPS At Rally! Snoozy Smurf Steals Show! (ABC News) Coconut Creek FLA,,0.0
219,"Neighbors Smell Smoke At Muslim Home, What They See In Window Is Horrific",,-1.0
220,The Middle East Crises Trump Inherits Could Still Suck Him in,,0.0
221,John Kirby and the US State Department Blatantly Support Terrorists - Henry Kamens,,-0.5
222,Joe Giambrone on Hollywood’s Shameless & Underhanded Assault on Political Truth,Hollywood,0.0
223,"Blame government, not markets for monopoly",,0.0
224,Carrot Top To Give Nobel Awards At Drive Thru Window,,0.5
225,Gauis Publius: TPP Has Picked Up a Powerful Enemy — Black Lives Matter,,0.06666666666666667
226,Training French soldiers to supervise Daesh,,0.0
227,November 8 Is (Finally) Here: An Abridged Election Day Resource Guide,,0.05
228,The Anatomy of Crisis and the Decline of US Empire,,0.0
229,7 Ways To Prepare For An Economic Crisis,,0.2
230,"14 Days to Do 14 Things, If Hillary’s Indicted-Extreme Violence Expected",,-0.1
231,Daesh abducts 1000s near Mosul to use them as human shields: UN,Mosul,0.05
232,Oregon Standoff Leaders Acquitted For Malheur Wildlife Refuge Takeover,Oregon,0.0
233,"Muslims Start Chanting Allah On Plane, Flight Attendant Quickly Shuts Them Up",,0.26666666666666666
234,Unprecedented Surge In Election Fraud Incidents From Around The Country,,0.6
235,Re: DOJ AG Loretta Lynch Advised FBI Director to Keep New Emails from Congress,,0.13636363636363635
236,"Anonymous hacker Deric Lostutter faces 16 years in prison, while Steubenville rapists walk free",,0.4
237,McCain Pledges to Help Pentagon Fix Scandal Over Excessive Military Bonuses,,-0.175
238,Like a “Concentration Camp” Police Mark DAPL Protesters with Numbers and Lock Them in Dog Kennels,,0.0
239,You Can't Be Intersectional While at the Same Time Being Elitist and Exclusionary,,0.0
240,The World Is About To Witness A Breathtaking Once In A Century Event,,1.0
241,Forbidden History. Secret Egyptology Exposed!,,-0.5
242,THE AMERICAN PUBLIC CAN NO LONGER DEAL WITH THE LIMITLESS CORRUPTION OF THEIR GOVERNMENT,,0.0
243,CAN'T TRUST OBAMA! Look At Sick Thing He Just Did To STAB Trump In The Back... * LIBERTY WRITERS NEWS,,-0.35714285714285715
244,Can nuclear war break out on the Korean Peninsula?,,0.0
245,Hacking Accusations Against Russia Are Sign of Washington's Desperation,Washington,0.0
246,Dr. MacDonald & Dr. Duke Expose the Vicious War on Trump by the Jewish Establishment!,,-0.5
247,Election 2016 and the Weaponization of the American Public,,0.0
248,COMICAL: Larry the Cable Guy slams ‘indefensible’ hypocrisy from Donna Brazile,,0.5
249,Hillary Clinton in lead a day before Election Day,,0.0
250,Teenage Boy KNOCKS OUT His Classmate For Assaulting Their Female Teacher In The FACE- And It’s EPIC!,,0.041666666666666664
251,"Meteor, space junk, rocket? Mysterious flash hits Siberia",,0.0
252,‘Why is it the first time I’m hearing about this?’ asks office wanker,,0.25
253,"BREAKING: New Law Stops Hillary In Her Tracks, She Is Now Officially Ineligible To Run",,0.13636363636363635
254,"We do not like trampolining, say hedgehogs",,0.0
255,President Putin Asks US To Stop Provoking Russia,US;Russia,0.0
256,“I’ve Always Been An Admirer Of Donald Trump” – Taoiseach,,0.0
257,Now waiting for the results | Opinion - Conservative,,0.0
258,BrotherJohnF Silver Update: Fake Election,,-0.5
259,"When They Asked Her What She Thinks of Hillary Clinton, They Never Expected Her to Say THIS!",,0.0625
260,Which Non-OPEC Producers Can Be Expected To Cut?,,-0.1
261,Trump Team Begins Making List Of Executive Orders To ‘Erase Obama’s Presidency’ On Day One,,0.0
262,What The Trump Skeptics Got Wrong,,-0.5
263,Hillary Clinton Jumps the Shark with ‘Trump’s Secret Russian Server’ Conspiracy Theory,,-0.2
264,Alabama Prison Officials Retaliate Against Prison Strike Leader By Cutting Water To Cell,Alabama,-0.6
265,Re: Texas Police Arrest Trump Voter for Wearing “Deplorable” T-Shirt,Texas,-0.325
266,"NGOs should condemn terrorists in Syria, not Russia fighting them – Foreign Ministry",Syria;Russia,-0.125
267,Genetically Modified Crops in U.S. Fail to Deliver Expected Yields,U.S.,-0.3
268,The Fatal Expense Of American Imperialism,,0.0
269,Comment on A Group Of Reluctant Men Hold Kittens For The First Time. Hilarity Ensures by para para dinle,,0.25
270,Hillary Clinton BETRAYED by Her Own Family: “We’re Voting for Trump!”,,0.75
271,Green Party’s Margaret Flowers Challenges US Senate Debate in Maryland as Undemocratic [1],Maryland;Undemocratic,-0.2
272,#BoycottComedian…ROBERT DENIRO Wanted “To Punch Trump In The Face”…Supports Anti-Trump Rioters…Now Wants Americans To Support His New Movie [VIDEO],,0.16818181818181818
273,Doctor Finds New Life As A Clown More Fulfilling | GomerBlog,Fulfilling,0.3181818181818182
274,BREAKING : Bay of Pigs Veterans Association Endorses Donald Trump – TruthFeed,,0.0
275,Rigged Election: Hillary & Trump Caught Partying with Kissinger at Jesuit Gala,,0.0
276,Israel: 1984 Everlasting,Israel,0.0
277,Georgia Abandons Ukraine's Anti-Russian Obsession - Archil Sikharulidze,Ukraine,0.0
278,"Trump Vows To ""Renovate"" the Bill of Rights",,0.0
279,CNN Breaking News: Trump Tells Supporters To Vote Multiple Times,,0.0
280,Hillary’s “Big Tent” is Obama’s “Grand Bargain” on Steroids,,0.25
281,October 28: Daily Contrarian Reads,,0.0
282,"How Western Media Teleported a Child 'Victim' from Homs to Aleppo (PHOTOS, VIDEO)",,-0.037500000000000006
283,"James Comey to be taken out, knows too much about Clintons",,0.2
284,"‘A noun, a verb and Donald Trump’: Rubio seeks to seize on Murphy’s flaw",,0.0
285,The True Scandal of 2016 Was The Torture of Chelsea Manning     :,,0.35
286,"“CLINTON, INC”: WATCH HOW’S IT PAINS MSM TO REPORT CLINTON CORRUPTION",,0.0
287,I dare you to restrain yourself from laughing at Trump and Hillary in a stronger hot show,,0.25
288,UFO Investigator - MAX SPIERS - Found Dead After Vomiting Black Liquid.,,-0.18333333333333335
289,Jewish Press Releases Audio Tape Exposing Hillary Clinton Plotting to Rig Election,,0.0
290,Clinton Campaign STUNNED As FBI Reportedly Reopens Probe Into Hillary Clinton Emails,,0.0
291,Physicists just found more hints of an elusive particle that’s its own antiparticle,,0.55
292,SHOCK: NSA Can Recover ALL of Hillary’s Deleted Emails,,0.0
293,Electronic Voting Machines Caught Switching Trump Votes To Hillary: “Trying to Steal Texas” | Survival,,0.0
294,"India's Stonehenge: 7,000-Year-Old Megalithic Site is Oldest Observatory in South Asia",India,0.0
295,Top US General Pleads With Troops Not To Revolt Over 2016,,0.275
296,Why Director Comey jumped at the chance to reopen Hillary investigation,,0.0
297,BLOOMBERG-BACKED PENNSYLVANIA ATTORNEY GENERAL SENTENCED TO 10-23 MONTHS IN PRISON,,0.05000000000000002
298,Is A Birthday Surprise Coming For Hillary Criminalton? Kim Dotcoms Mysterious Tweet.,,0.0
299,How To Reduce Stress,,0.0
300,The First Space Photo Of Earth - Shot From A Third Reich Rocket In 1946,,0.125
301,"Russia, India will expand military cooperation with focus on Navy projects | Russia & India Report",Russia;India,-0.1
302,"Make music great again, with these 10 Trumped up album covers",,0.8
303,CNN Talker Famous for Saying 'Pu***' on Air Lashes Out at Newt for Saying Megyn's 'Obsessed with Sex',,0.0
304,Meet The Man Who Started The Illuminati,,0.0
305,Syria’s UN Envoy ‘Appalled’ By Rebel Attacks On Civilians In Aleppo,Syria,-0.8
306,Collusion Between Facebook and Hillary’s Campaign Revealed in Clinton Emails,,0.0
307,"Report from the Refugee Camp in Calais, France: “the Jungle”",Calais;France,0.0
308,AG Lynch told FBI Director Comey NOT to go public with the new Clinton email investigation,,0.06818181818181818
309,FBI reopens Clinton investigation as new emails found ‒ Comey,,0.13636363636363635
310,Congress Knew For At Least Two Years About Pentagon Efforts To Take Back Bonuses From Veterans,,-0.15
311,The Dark Agenda Behind Globalism And Open Borders,,-0.18333333333333335
312,Re: 22 Reasons Why Starting World War 3 In The Middle East Is A Really Bad Idea,,-0.23333333333333328
313,"Fifteen years after NATO bombings, Montenegro wants to join NATO",Montenegro,0.2
314,"US charges 61 with India-based scam involving 15,000 victims",US;India,0.0
315,US: Kurdish Troops Will Be Involved in Invading ISIS Capital of Raqqa,US,0.0
316,Michael Moore Owes Me $4.99,,0.0
317,"A ""Gesture of Thanks"": Turkey arrests terrorists for extradition to Russia",Turkey;Russia,0.2
318,Jack Heart: LUCIFER in the Temple of the Dog,,0.0
319,Guardian Front Page: “A 16-Year-Old Migrant Cries…”,,0.0
320,Restaurant Chain Tim Hortons Blocks Independent Journalist’s Website on WiFi,,0.0
321,Trump Makes Last-Minute Push To Appeal To Whites - The Onion - America's Finest News Source,,0.0
322,CLINTON CAMPAIGN COOPERATED WITH POLITICO ON ‘DEMYSTIFYING’ HUMA ABEDIN,,0.0
323,Zakharova: Kiev's talk of an armed OSCE mission is disinformation,,0.0
324,Manny Pacquiao's Son Dead? Report Says Jimuel Pacquiao Dies Of Asthm Complications - Morning News USA,,-0.2
325,Hillary Clinton's Postapocalyptic Hellscape Plan??,,0.0
326,Carmel Institute celebrates 5th anniversary with jazz concert,,0.0
327,Trump’s Twitter Access Revoked - The Onion - America's Finest News Source,,0.0
328,YouTube censoring videos – on censorship!,,0.0
329,"Budgeting the Good War, for 75 Years",,0.7
330,Will the anti-Clinton revolt among American elites gain momentum?,,0.0
331,American Funhouse: Manufacturing Consent,,0.0
332,Why Hillary Clinton Will Appoint Old World Nationalists to Cabinet Positions,,0.1
333,A guide to the Paradoxroutine,,0.0
334,AT&T-Time Warner Merger: Another Media Consolidation That Puts Profits Over Consumers,,0.0
335,US Airstrike Kills Four Iraqi Troops Near Mosul,US;Mosul,0.1
336,"‘Tolerant’ Liberals Show Nothing But Contempt, Hatred Toward Nation’s Only Black Supreme Court Justice",,-0.08333333333333333
337,Armed Dakota Access Contractor Accused Of Trying To Infiltrate Water Protectors,,0.0
338,18 State Swat Team Drill In Prep for Backlash Against a Stolen Election,,0.0
